player_id,install_date,platform,region,skill_factor,spender
P02525,2026-02-18,PC,LATAM,1.589,0
P02526,2026-03-09,Xbox,LATAM,0.961,0
P02527,2026-03-19,PC,LATAM,1.054,1
P02528,2026-02-21,PS5,EU,1.081,1
P02529,2026-02-07,PS5,NA-East,1.275,0
P02530,2026-03-14,PS5,NA-East,1.02,1
P02531,2026-02-14,PS5,LATAM,0.955,0
P02532,2026-01-12,PS5,EU,0.701,0
P02533,2026-02-03,Xbox,NA-West,0.789,0
P02534,2026-02-18,PC,NA-West,0.61,1
P02535,2026-03-31,Xbox,EU,0.749,0
P02536,2026-02-07,PC,NA-West,1.236,0
P02537,2026-01-22,PC,NA-East,0.748,0
P02538,2026-01-23,PS5,NA-West,0.906,1
P02539,2026-01-26,PC,EU,0.888,0
P02540,2026-01-23,Xbox,EU,0.406,0
P02541,2026-01-20,PC,EU,0.78,0
P02542,2026-02-04,Xbox,NA-East,0.929,0
P02543,2026-01-22,PC,NA-West,1.194,0
P02544,2026-02-17,PC,LATAM,0.747,0
P02545,2026-01-15,Xbox,NA-East,0.953,0
P02546,2026-02-18,Xbox,LATAM,1.189,0
P02547,2026-02-20,Xbox,LATAM,0.465,0
P02548,2026-03-08,Xbox,LATAM,0.71,0
P02549,2026-03-09,PS5,NA-West,1.195,0
P02550,2026-01-27,PS5,NA-East,2.0,0
P02551,2026-02-22,PC,EU,0.781,0
P02552,2026-01-03,PC,LATAM,1.13,0
P02553,2026-01-18,PC,NA-West,0.824,0
P02554,2026-01-30,PS5,LATAM,1.22,0
P02555,2026-02-17,PS5,NA-East,1.289,0
P02556,2026-01-19,PS5,EU,1.632,0
P02557,2026-03-01,PS5,NA-East,1.616,0
P02558,2026-02-15,PC,LATAM,1.191,0
P02559,2026-02-12,PC,NA-East,1.275,0
P02560,2026-01-19,PC,NA-East,0.984,0
P02561,2026-03-22,PS5,EU,0.923,0
P02562,2026-02-28,PS5,NA-East,0.822,0
P02563,2026-03-16,PS5,LATAM,1.269,0
P02564,2026-01-05,Xbox,NA-East,0.779,0
P02565,2026-01-20,Xbox,LATAM,1.311,0
P02566,2026-03-23,PC,NA-East,0.979,0
P02567,2026-02-05,PS5,NA-East,0.919,0
P02568,2026-01-25,PC,LATAM,0.8,0
P02569,2026-02-02,PC,NA-West,1.24,0
P02570,2026-02-03,PC,LATAM,0.912,0
P02571,2026-01-22,PC,LATAM,1.364,0
P02572,2026-02-13,PS5,EU,0.275,0
P02573,2026-03-12,PS5,EU,1.493,0
P02574,2026-03-27,Xbox,EU,0.77,0
P02575,2026-02-01,PS5,EU,1.011,0
P02576,2026-03-07,PS5,NA-East,0.706,0
P02577,2026-02-08,PC,NA-West,1.086,0
P02578,2026-01-29,PC,NA-East,1.194,0
P02579,2026-03-06,PS5,EU,0.624,1
P02580,2026-02-01,Xbox,NA-East,1.21,0
P02581,2026-01-08,PC,LATAM,0.409,0
P02582,2026-01-04,PS5,NA-West,0.831,0
P02583,2026-03-04,PC,LATAM,1.316,0
P02584,2026-01-31,PC,EU,0.891,1
P02585,2026-02-11,PC,NA-East,0.429,0
P02586,2026-01-02,PC,NA-West,1.218,0
P02587,2026-01-01,PS5,EU,0.911,0
P02588,2026-03-31,PC,NA-West,0.715,0
P02589,2026-02-12,PC,NA-East,1.948,0
P02590,2026-01-25,PS5,NA-East,1.184,0
P02591,2026-02-07,Xbox,EU,0.68,0
P02592,2026-03-01,Xbox,NA-East,0.787,0
P02593,2026-01-29,PS5,NA-West,0.967,0
P02594,2026-02-27,PS5,LATAM,0.736,0
P02595,2026-01-31,Xbox,EU,1.186,0
P02596,2026-03-01,PC,NA-East,1.121,0
P02597,2026-01-16,PC,NA-West,1.747,0
P02598,2026-02-06,Xbox,NA-West,1.068,0
P02599,2026-02-25,Xbox,EU,0.319,0
P02600,2026-01-27,PS5,NA-West,1.405,0
P02601,2026-02-14,PS5,LATAM,1.081,0
P02602,2026-03-05,Xbox,EU,0.2,0
P02603,2026-02-11,Xbox,EU,0.984,0
P02604,2026-03-14,PC,EU,1.151,0
P02605,2026-03-04,PC,NA-West,1.224,0
P02606,2026-03-19,PC,NA-West,0.718,0
P02607,2026-01-02,Xbox,EU,0.626,0
P02608,2026-01-14,Xbox,NA-West,0.351,0
P02609,2026-02-12,Xbox,EU,0.707,0
P02610,2026-03-09,Xbox,NA-West,1.482,0
P02611,2026-01-06,Xbox,EU,0.464,0
P02612,2026-02-28,PS5,NA-East,1.303,0
P02613,2026-02-23,Xbox,NA-West,1.7,0
P02614,2026-03-17,Xbox,NA-East,1.047,0
P02615,2026-03-27,PS5,NA-East,1.221,0
P02616,2026-01-06,PC,LATAM,1.115,1
P02617,2026-01-07,PS5,LATAM,1.609,1
P02618,2026-03-23,Xbox,NA-East,1.142,0
P02619,2026-03-16,PS5,NA-East,1.117,0
P02620,2026-02-19,Xbox,NA-West,0.71,1
P02621,2026-02-24,PS5,NA-East,1.443,1
P02622,2026-02-03,PS5,LATAM,1.142,1
P02623,2026-02-24,PC,EU,1.06,0
P02624,2026-03-11,PC,NA-West,0.821,0
P02625,2026-01-01,PS5,NA-West,1.124,1
P02626,2026-02-27,Xbox,LATAM,0.784,0
P02627,2026-03-03,PC,EU,0.861,0
P02628,2026-02-15,Xbox,EU,1.283,0
P02629,2026-03-21,PC,NA-East,1.208,0
P02630,2026-02-13,Xbox,NA-West,1.343,0
P02631,2026-03-22,PS5,LATAM,0.81,1
P02632,2026-03-07,PC,NA-West,1.057,0
P02633,2026-03-03,PC,NA-West,1.085,0
P02634,2026-03-05,PS5,EU,0.638,0
P02635,2026-01-06,Xbox,EU,1.22,1
P02636,2026-03-27,PS5,NA-East,1.463,0
P02637,2026-03-01,Xbox,NA-East,1.579,0
P02638,2026-03-02,Xbox,EU,0.2,1
P02639,2026-01-05,PC,EU,1.112,0
P02640,2026-02-24,PC,EU,0.813,0
P02641,2026-01-18,PC,EU,0.785,0
P02642,2026-02-22,PS5,NA-East,1.945,0
P02643,2026-02-08,PS5,EU,0.933,0
P02644,2026-01-12,Xbox,NA-East,1.553,0
P02645,2026-01-13,PS5,NA-East,1.591,0
P02646,2026-01-28,PC,EU,0.877,0
P02647,2026-03-12,PC,EU,1.024,0
P02648,2026-03-26,PC,EU,0.781,0
P02649,2026-02-23,Xbox,NA-East,1.263,1
P02650,2026-01-13,PC,LATAM,1.443,1
P02651,2026-02-16,PC,NA-West,0.862,1
P02652,2026-01-22,Xbox,NA-East,1.31,0
P02653,2026-01-03,PC,NA-West,0.444,0
P02654,2026-03-29,PC,EU,0.2,0
P02655,2026-01-25,PS5,NA-West,0.742,0
P02656,2026-02-19,PS5,NA-West,1.152,0
P02657,2026-03-17,PS5,NA-West,0.609,0
P02658,2026-01-16,Xbox,LATAM,0.928,1
P02659,2026-01-15,PS5,NA-West,0.811,0
P02660,2026-03-24,PC,NA-West,0.2,0
P02661,2026-01-30,Xbox,NA-East,1.578,0
P02662,2026-01-18,PC,NA-East,1.275,0
P02663,2026-01-15,PC,EU,1.028,0
P02664,2026-01-19,PC,EU,1.305,1
P02665,2026-02-22,PS5,LATAM,0.694,0
P02666,2026-03-23,PC,NA-West,1.211,0
P02667,2026-02-05,PS5,LATAM,0.754,1
P02668,2026-01-08,PC,LATAM,0.996,0
P02669,2026-02-06,PS5,NA-East,1.18,0
P02670,2026-03-09,PS5,NA-West,1.353,0
P02671,2026-03-30,PS5,EU,1.439,0
P02672,2026-01-29,PC,LATAM,0.827,0
P02673,2026-03-12,PC,EU,0.2,0
P02674,2026-03-08,Xbox,EU,0.995,0
P02675,2026-01-03,PC,NA-West,1.811,0
P02676,2026-02-02,Xbox,NA-West,1.216,0
P02677,2026-03-09,PS5,LATAM,1.883,0
P02678,2026-01-01,Xbox,EU,0.776,0
P02679,2026-02-24,Xbox,NA-West,0.995,0
P02680,2026-03-27,Xbox,EU,1.259,0
P02681,2026-03-02,PS5,NA-East,0.478,0
P02682,2026-02-15,PS5,LATAM,0.744,0
P02683,2026-03-13,Xbox,NA-West,1.139,0
P02684,2026-01-06,Xbox,NA-East,1.101,1
P02685,2026-03-12,Xbox,NA-West,0.824,0
P02686,2026-01-13,Xbox,LATAM,1.052,1
P02687,2026-02-05,PC,NA-East,0.542,0
P02688,2026-01-31,PS5,NA-West,0.882,1
P02689,2026-03-30,Xbox,NA-East,0.964,0
P02690,2026-03-04,PS5,EU,1.1,0
P02691,2026-03-06,PS5,NA-East,0.309,0
P02692,2026-02-14,Xbox,NA-West,1.537,0
P02693,2026-01-13,Xbox,EU,1.452,0
P02694,2026-01-21,PC,NA-West,1.011,0
P02695,2026-01-26,Xbox,LATAM,1.262,1
P02696,2026-01-18,Xbox,NA-West,1.552,0
P02697,2026-02-08,Xbox,NA-East,1.189,0
P02698,2026-01-21,PS5,NA-East,0.957,0
P02699,2026-03-29,PC,NA-West,1.201,0
P02700,2026-01-20,Xbox,NA-West,0.678,0
P02701,2026-03-08,Xbox,EU,0.836,0
P02702,2026-01-21,Xbox,NA-West,1.223,0
P02703,2026-02-24,PS5,EU,1.313,1
P02704,2026-03-19,PC,NA-West,1.127,1
P02705,2026-02-18,PC,NA-East,1.055,0
P02706,2026-01-17,Xbox,NA-East,1.205,0
P02707,2026-02-20,Xbox,NA-West,1.389,0
P02708,2026-01-24,PC,NA-West,0.753,0
P02709,2026-03-07,PC,NA-West,1.276,0
P02710,2026-01-11,PS5,EU,0.769,1
P02711,2026-01-18,PS5,NA-West,1.049,0
P02712,2026-01-29,PC,LATAM,0.952,0
P02713,2026-03-23,PS5,LATAM,0.452,0
P02714,2026-02-05,PC,NA-East,1.317,0
P02715,2026-03-27,Xbox,NA-East,0.747,0
P02716,2026-01-22,Xbox,NA-East,1.03,0
P02717,2026-01-25,PS5,EU,0.371,1
P02718,2026-03-22,Xbox,NA-West,0.995,0
P02719,2026-02-10,Xbox,EU,0.875,0
P02720,2026-02-03,PC,LATAM,1.237,1
P02721,2026-03-08,PC,EU,1.118,0
P02722,2026-01-06,Xbox,LATAM,0.846,0
P02723,2026-01-06,PS5,NA-West,0.979,0
P02724,2026-03-23,Xbox,EU,0.82,0
P02725,2026-02-21,PS5,NA-West,0.871,0
P02726,2026-03-07,Xbox,NA-East,1.043,0
P02727,2026-01-22,PC,NA-East,1.074,0
P02728,2026-01-07,Xbox,LATAM,0.784,0
P02729,2026-01-03,Xbox,NA-West,1.085,0
P02730,2026-01-08,PC,LATAM,0.988,0
P02731,2026-03-09,Xbox,NA-East,1.317,1
P02732,2026-02-03,Xbox,LATAM,1.489,0
P02733,2026-02-01,PC,NA-East,0.661,0
P02734,2026-02-01,Xbox,LATAM,1.073,0
P02735,2026-02-07,Xbox,EU,0.936,0
P02736,2026-01-21,Xbox,NA-West,1.714,0
P02737,2026-03-09,PS5,NA-East,0.851,0
P02738,2026-01-06,Xbox,LATAM,1.127,0
P02739,2026-02-17,PC,NA-West,1.034,0
P02740,2026-01-30,Xbox,NA-West,0.939,0
P02741,2026-01-03,PS5,LATAM,0.807,0
P02742,2026-02-07,Xbox,NA-East,0.2,0
P02743,2026-01-14,Xbox,NA-West,0.698,0
P02744,2026-02-05,PS5,NA-East,0.54,0
P02745,2026-02-13,PC,EU,1.519,0
P02746,2026-01-28,PS5,NA-West,1.152,0
P02747,2026-02-02,PC,LATAM,0.38,0
P02748,2026-01-19,Xbox,LATAM,1.052,0
P02749,2026-01-16,PC,NA-West,0.54,0
P02750,2026-03-22,PC,LATAM,0.824,0
P02751,2026-01-29,PC,NA-East,1.347,0
P02752,2026-03-20,PS5,LATAM,1.029,0
P02753,2026-03-06,Xbox,NA-East,1.383,0
P02754,2026-01-24,PC,NA-East,1.021,0
P02755,2026-02-23,Xbox,NA-East,1.14,0
P02756,2026-02-18,PS5,EU,0.75,0
P02757,2026-03-18,PS5,NA-East,1.411,0
P02758,2026-03-29,PS5,NA-West,1.076,0
P02759,2026-01-10,PC,EU,0.95,1
P02760,2026-02-07,PS5,EU,1.053,0
P02761,2026-03-17,PC,NA-West,1.763,0
P02762,2026-01-21,Xbox,NA-West,1.446,0
P02763,2026-02-27,PC,NA-East,0.95,1
P02764,2026-01-05,PS5,NA-West,0.768,0
P02765,2026-02-22,PS5,NA-East,1.096,0
P02766,2026-02-13,PS5,LATAM,1.064,0
P02767,2026-01-06,Xbox,NA-West,0.844,0
P02768,2026-01-03,PC,NA-West,1.779,0
P02769,2026-02-20,PC,LATAM,1.113,0
P02770,2026-02-28,PC,NA-East,1.746,0
P02771,2026-01-28,PC,LATAM,0.992,0
P02772,2026-01-24,Xbox,LATAM,0.845,0
P02773,2026-03-13,PC,EU,0.88,0
P02774,2026-01-06,Xbox,NA-East,1.222,0
P02775,2026-02-27,PC,LATAM,1.061,0
P02776,2026-03-12,PS5,NA-East,0.964,0
P02777,2026-03-24,PC,NA-East,0.605,0
P02778,2026-02-27,PC,EU,0.976,0
P02779,2026-03-16,PS5,NA-West,0.834,0
P02780,2026-02-27,PC,LATAM,1.462,0
P02781,2026-04-01,PS5,LATAM,0.249,0
P02782,2026-03-26,Xbox,LATAM,0.872,1
P02783,2026-03-08,PS5,LATAM,0.878,0
P02784,2026-03-14,PC,EU,1.004,1
P02785,2026-03-06,PC,NA-West,1.345,0
P02786,2026-01-14,PC,EU,1.242,0
P02787,2026-02-25,PC,LATAM,0.63,0
P02788,2026-01-03,PS5,NA-East,1.395,0
P02789,2026-02-23,PS5,NA-West,1.086,0
P02790,2026-02-09,PC,NA-West,0.2,0
P02791,2026-03-26,PC,NA-West,0.735,0
P02792,2026-03-13,PS5,NA-East,1.029,0
P02793,2026-02-22,PC,LATAM,1.133,0
P02794,2026-03-12,PS5,EU,1.206,0
P02795,2026-01-19,Xbox,LATAM,0.748,0
P02796,2026-02-14,PC,NA-East,0.887,0
P02797,2026-02-24,PC,NA-West,1.538,0
P02798,2026-02-10,PC,EU,0.2,0
P02799,2026-02-04,Xbox,EU,0.84,0
P02800,2026-02-04,PC,NA-West,0.929,0
P02801,2026-01-29,Xbox,LATAM,1.52,0
P02802,2026-02-19,PS5,NA-West,1.109,1
P02803,2026-03-27,PC,NA-East,1.168,0
P02804,2026-02-18,PS5,NA-East,0.526,0
P02805,2026-03-19,PC,LATAM,1.513,0
P02806,2026-01-23,Xbox,LATAM,1.277,0
P02807,2026-03-22,PC,EU,1.351,1
P02808,2026-03-05,PS5,NA-West,0.559,1
P02809,2026-02-27,PS5,NA-West,1.423,0
P02810,2026-02-14,Xbox,LATAM,1.622,0
P02811,2026-03-02,PC,NA-East,1.701,0
P02812,2026-02-03,Xbox,EU,1.814,1
P02813,2026-01-25,PC,NA-West,1.123,0
P02814,2026-02-10,PC,EU,0.493,0
P02815,2026-02-21,PC,LATAM,1.341,1
P02816,2026-01-22,PC,NA-East,0.938,0
P02817,2026-01-29,Xbox,EU,1.001,0
P02818,2026-03-05,PS5,NA-East,0.2,0
P02819,2026-02-27,PS5,EU,1.464,1
P02820,2026-01-07,Xbox,EU,0.968,0
P02821,2026-02-20,PC,LATAM,0.972,0
P02822,2026-01-07,PS5,NA-East,1.02,0
P02823,2026-03-10,PS5,LATAM,1.15,0
P02824,2026-01-22,PC,NA-East,1.119,0
P02825,2026-03-17,Xbox,NA-West,0.784,0
P02826,2026-02-23,Xbox,LATAM,1.208,0
P02827,2026-03-29,PS5,NA-West,0.8,0
P02828,2026-03-11,Xbox,NA-West,1.008,0
P02829,2026-02-10,Xbox,LATAM,0.733,0
P02830,2026-01-03,Xbox,LATAM,0.455,0
P02831,2026-01-16,PS5,LATAM,0.48,1
P02832,2026-02-21,PC,EU,0.369,0
P02833,2026-02-18,PC,NA-West,0.858,0
P02834,2026-02-14,PS5,EU,0.903,1
P02835,2026-02-12,PC,EU,0.63,0
P02836,2026-01-20,PC,NA-East,0.953,0
P02837,2026-01-18,PS5,NA-East,0.835,0
P02838,2026-03-10,PS5,EU,1.039,0
P02839,2026-01-03,PC,EU,1.174,0
P02840,2026-03-19,Xbox,LATAM,0.91,0
P02841,2026-03-18,PS5,NA-West,0.945,0
P02842,2026-03-19,Xbox,NA-East,0.701,0
P02843,2026-02-06,Xbox,LATAM,0.72,0
P02844,2026-01-05,PS5,NA-West,0.873,0
P02845,2026-03-11,PC,NA-West,0.716,1
P02846,2026-03-20,PC,NA-East,0.673,0
P02847,2026-03-26,Xbox,LATAM,1.403,0
P02848,2026-01-20,PS5,LATAM,1.285,0
P02849,2026-01-20,Xbox,NA-West,1.096,0
P02850,2026-01-05,Xbox,NA-East,1.109,0
P02851,2026-01-24,PS5,NA-East,0.744,0
P02852,2026-01-04,PS5,LATAM,0.636,0
P02853,2026-02-12,PC,NA-East,0.821,0
P02854,2026-03-11,PS5,EU,1.26,1
P02855,2026-03-09,PC,NA-West,0.632,0
P02856,2026-03-20,Xbox,NA-West,0.863,0
P02857,2026-03-15,PC,NA-West,1.353,0
P02858,2026-03-15,PC,EU,1.293,0
P02859,2026-03-29,PS5,LATAM,1.194,0
P02860,2026-02-13,PC,LATAM,0.294,0
P02861,2026-01-29,Xbox,EU,1.168,0
P02862,2026-03-06,PS5,EU,1.433,1
P02863,2026-03-24,PS5,EU,0.727,1
P02864,2026-02-11,PS5,EU,1.023,0
P02865,2026-01-25,Xbox,NA-East,0.83,0
P02866,2026-01-15,PC,NA-East,1.406,0
P02867,2026-04-01,PC,NA-East,0.871,0
P02868,2026-01-27,PS5,LATAM,0.881,1
P02869,2026-02-11,PC,EU,1.072,0
P02870,2026-01-28,Xbox,NA-East,1.164,0
P02871,2026-02-24,PC,EU,0.711,0
P02872,2026-01-20,PC,EU,0.836,0
P02873,2026-01-12,PS5,LATAM,1.319,0
P02874,2026-01-16,Xbox,NA-East,0.858,0
P02875,2026-01-17,PS5,NA-West,1.002,0
P02876,2026-03-07,PS5,LATAM,0.32,0
P02877,2026-01-18,PS5,LATAM,1.41,0
P02878,2026-02-11,PS5,LATAM,1.304,0
P02879,2026-02-05,PS5,EU,0.936,0
P02880,2026-03-27,Xbox,LATAM,0.908,0
P02881,2026-02-10,PS5,NA-West,1.157,0
P02882,2026-02-08,PC,LATAM,1.742,0
P02883,2026-01-04,PC,NA-East,1.448,1
P02884,2026-02-09,Xbox,NA-West,0.824,1
P02885,2026-01-31,PC,EU,1.487,0
P02886,2026-01-09,PS5,NA-East,1.08,0
P02887,2026-03-23,PC,NA-East,0.701,0
P02888,2026-02-06,PS5,LATAM,1.253,0
P02889,2026-03-04,Xbox,NA-West,1.555,1
P02890,2026-03-23,PS5,LATAM,1.135,0
P02891,2026-01-01,Xbox,NA-West,1.464,0
P02892,2026-02-06,Xbox,NA-West,1.224,0
P02893,2026-01-23,PC,NA-West,0.833,0
P02894,2026-01-09,Xbox,NA-East,1.335,0
P02895,2026-03-21,PC,NA-East,1.285,0
P02896,2026-02-23,Xbox,LATAM,0.984,0
P02897,2026-03-10,Xbox,NA-East,1.201,0
P02898,2026-01-23,PS5,LATAM,1.173,0
P02899,2026-02-16,PC,LATAM,0.746,0
P02900,2026-03-15,Xbox,NA-East,1.29,0
P02901,2026-03-27,Xbox,NA-West,0.983,0
P02902,2026-02-20,Xbox,LATAM,1.667,0
P02903,2026-03-24,Xbox,NA-West,0.876,0
P02904,2026-01-28,PC,NA-East,1.456,0
P02905,2026-01-23,Xbox,NA-West,1.489,0
P02906,2026-01-22,PS5,NA-East,1.546,0
P02907,2026-01-31,PC,EU,0.816,0
P02908,2026-03-31,Xbox,NA-West,1.602,0
P02909,2026-02-09,Xbox,LATAM,0.981,0
P02910,2026-03-05,PS5,NA-West,1.124,0
P02911,2026-03-15,Xbox,LATAM,0.652,0
P02912,2026-01-15,Xbox,LATAM,1.161,1
P02913,2026-03-15,PC,EU,1.061,0
P02914,2026-03-18,PS5,NA-East,0.58,0
P02915,2026-04-01,Xbox,NA-West,1.247,0
P02916,2026-01-04,PC,NA-West,1.223,0
P02917,2026-02-20,PC,NA-West,0.927,0
P02918,2026-01-06,Xbox,LATAM,0.957,0
P02919,2026-03-06,Xbox,NA-West,1.246,0
P02920,2026-04-01,PS5,NA-West,1.375,0
P02921,2026-03-10,PC,NA-West,0.902,1
P02922,2026-02-08,PC,EU,1.03,1
P02923,2026-01-09,PC,NA-East,0.594,1
P02924,2026-01-20,Xbox,EU,0.868,0
P02925,2026-01-12,Xbox,NA-West,0.87,1
P02926,2026-01-26,PS5,NA-East,1.39,0
P02927,2026-03-17,PC,NA-West,0.521,0
P02928,2026-03-23,PC,NA-West,1.117,1
P02929,2026-03-29,PS5,LATAM,1.789,0
P02930,2026-01-18,Xbox,NA-East,1.451,1
P02931,2026-02-18,PC,NA-East,0.849,1
P02932,2026-01-05,Xbox,LATAM,0.471,0
P02933,2026-01-26,PC,NA-East,1.518,0
P02934,2026-01-25,Xbox,NA-East,0.711,0
P02935,2026-02-28,PS5,NA-East,0.697,0
P02936,2026-02-06,PC,LATAM,1.068,0
P02937,2026-01-18,Xbox,EU,1.612,0
P02938,2026-01-20,PC,NA-West,0.721,0
P02939,2026-02-16,PS5,NA-East,1.325,0
P02940,2026-03-25,Xbox,EU,1.809,1
P02941,2026-03-30,PC,NA-West,0.436,0
P02942,2026-01-16,PS5,EU,1.143,0
P02943,2026-02-19,PC,NA-East,0.722,1
P02944,2026-01-10,PC,NA-West,1.464,0
P02945,2026-01-07,PC,LATAM,0.707,1
P02946,2026-03-05,Xbox,NA-East,0.963,0
P02947,2026-01-11,PC,LATAM,0.367,1
P02948,2026-01-17,PC,EU,1.275,0
P02949,2026-01-21,Xbox,NA-East,1.25,0
P02950,2026-04-01,PC,NA-East,1.06,1
P02951,2026-02-16,PS5,LATAM,1.299,0
P02952,2026-02-09,Xbox,EU,0.759,0
P02953,2026-02-24,PS5,LATAM,1.468,0
P02954,2026-01-18,PS5,NA-East,1.138,0
P02955,2026-03-13,Xbox,NA-East,1.164,1
P02956,2026-01-04,PS5,NA-West,1.197,0
P02957,2026-02-21,PS5,NA-West,0.863,1
P02958,2026-01-06,Xbox,EU,0.594,0
P02959,2026-01-19,PC,EU,0.411,0
P02960,2026-03-01,PS5,LATAM,1.36,1
P02961,2026-01-07,PC,NA-East,0.755,0
P02962,2026-02-06,PS5,LATAM,0.723,1
P02963,2026-02-21,PC,NA-East,1.248,0
P02964,2026-01-24,Xbox,EU,0.596,1
P02965,2026-04-01,PC,NA-West,0.758,1
P02966,2026-01-01,PC,LATAM,0.282,1
P02967,2026-02-26,PS5,LATAM,1.589,0
P02968,2026-01-11,PC,NA-West,0.923,0
P02969,2026-03-02,PS5,LATAM,1.12,0
P02970,2026-01-13,Xbox,NA-East,0.884,0
P02971,2026-01-15,Xbox,LATAM,1.443,1
P02972,2026-02-02,PS5,NA-West,1.566,0
P02973,2026-03-12,Xbox,EU,1.505,0
P02974,2026-02-10,PC,EU,1.005,1
P02975,2026-01-06,PC,EU,0.983,0
P02976,2026-03-18,PS5,LATAM,1.351,0
P02977,2026-03-24,PS5,NA-East,1.358,0
P02978,2026-02-18,PC,LATAM,0.535,0
P02979,2026-01-13,PC,LATAM,1.24,0
P02980,2026-02-04,PS5,LATAM,1.007,1
P02981,2026-03-30,Xbox,EU,1.51,0
P02982,2026-01-15,PC,NA-East,1.38,0
P02983,2026-02-03,Xbox,NA-West,1.189,1
P02984,2026-03-01,Xbox,NA-West,1.369,1
P02985,2026-02-22,Xbox,NA-East,1.193,0
P02986,2026-03-26,Xbox,NA-East,0.891,0
P02987,2026-03-29,Xbox,LATAM,0.856,0
P02988,2026-01-15,PC,EU,1.328,0
P02989,2026-03-07,PC,LATAM,1.637,0
P02990,2026-02-08,PC,LATAM,0.798,0
P02991,2026-02-15,PC,LATAM,0.433,0
P02992,2026-02-17,PC,NA-East,0.951,0
P02993,2026-02-03,PS5,LATAM,0.647,0
P02994,2026-01-24,PC,EU,1.187,0
P02995,2026-01-12,PC,LATAM,1.048,0
P02996,2026-03-17,Xbox,LATAM,0.973,0
P02997,2026-03-06,PS5,LATAM,1.33,0
P02998,2026-01-07,PC,NA-East,0.95,1
P02999,2026-01-12,PS5,LATAM,1.092,0
P03000,2026-03-12,PS5,NA-West,0.863,0
P03001,2026-02-18,PS5,LATAM,0.63,1
P03002,2026-03-23,PS5,EU,1.458,0
P03003,2026-02-18,PS5,LATAM,0.803,1
P03004,2026-02-27,PS5,NA-East,0.8,0
P03005,2026-02-13,PS5,NA-West,1.155,0
P03006,2026-02-22,PC,NA-West,0.931,1
P03007,2026-02-21,Xbox,NA-East,0.596,0
P03008,2026-01-18,PC,LATAM,1.349,0
P03009,2026-01-09,PC,NA-East,0.564,0
P03010,2026-01-28,Xbox,NA-West,1.171,0
P03011,2026-03-18,PC,LATAM,0.867,0
P03012,2026-01-28,PC,EU,0.646,0
P03013,2026-02-01,Xbox,NA-East,1.258,0
P03014,2026-03-31,PS5,EU,1.209,0
P03015,2026-02-03,PS5,NA-East,1.112,0
P03016,2026-03-31,Xbox,LATAM,0.98,0
P03017,2026-01-09,Xbox,NA-East,0.435,0
P03018,2026-01-17,Xbox,NA-East,0.855,0
P03019,2026-01-01,Xbox,NA-West,1.26,0
P03020,2026-01-11,PC,NA-West,0.661,0
P03021,2026-03-21,PS5,EU,1.14,0
P03022,2026-03-20,PC,LATAM,0.748,0
P03023,2026-03-12,PS5,EU,0.248,0
P03024,2026-01-12,PS5,NA-East,0.782,1
P03025,2026-03-20,PC,NA-East,1.313,0
P03026,2026-03-03,PS5,NA-East,1.263,0
P03027,2026-01-10,Xbox,NA-East,0.638,0
P03028,2026-03-18,PS5,NA-West,0.416,0
P03029,2026-02-01,PC,NA-East,0.534,0
P03030,2026-02-03,PS5,LATAM,0.778,1
P03031,2026-01-04,PS5,NA-West,0.578,0
P03032,2026-03-16,PS5,LATAM,1.0,0
P03033,2026-02-05,Xbox,LATAM,1.127,0
P03034,2026-02-22,PS5,NA-West,1.587,1
P03035,2026-02-09,PS5,LATAM,0.723,1
P03036,2026-01-04,PS5,EU,0.449,0
P03037,2026-01-25,PC,LATAM,1.124,0
P03038,2026-02-17,PS5,NA-West,0.982,0
P03039,2026-01-24,PS5,NA-East,1.041,0
P03040,2026-03-22,PC,NA-East,0.759,1
P03041,2026-03-28,PC,NA-West,0.386,1
P03042,2026-01-24,PS5,LATAM,1.61,0
P03043,2026-03-02,PS5,NA-East,0.93,0
P03044,2026-01-14,PC,NA-East,1.25,0
P03045,2026-03-06,Xbox,LATAM,1.106,0
P03046,2026-01-01,PC,NA-East,1.064,0
P03047,2026-03-08,PS5,NA-West,1.398,0
P03048,2026-01-11,PS5,LATAM,1.219,0
P03049,2026-01-02,PC,LATAM,1.254,0
P03050,2026-01-22,PC,NA-East,0.763,0
P03051,2026-01-07,Xbox,LATAM,1.076,0
P03052,2026-02-25,PS5,NA-East,0.736,0
P03053,2026-02-14,PS5,EU,1.491,0
P03054,2026-01-23,Xbox,NA-West,0.934,0
P03055,2026-02-02,PS5,NA-East,0.622,1
P03056,2026-02-24,PS5,LATAM,0.986,1
P03057,2026-01-19,PC,NA-East,1.463,0
P03058,2026-01-25,PS5,EU,1.313,0
P03059,2026-03-20,PS5,NA-East,1.055,0
P03060,2026-02-20,PS5,NA-West,1.023,0
P03061,2026-01-04,Xbox,LATAM,1.237,0
P03062,2026-01-10,PC,NA-East,1.262,0
P03063,2026-01-09,PC,NA-East,0.729,0
P03064,2026-03-23,PC,EU,1.119,0
P03065,2026-03-06,PC,EU,1.132,0
P03066,2026-02-09,Xbox,NA-East,1.689,0
P03067,2026-02-20,Xbox,NA-East,0.613,0
P03068,2026-02-14,PS5,EU,1.282,0
P03069,2026-02-24,Xbox,EU,1.407,0
P03070,2026-03-02,Xbox,NA-East,0.804,1
P03071,2026-03-29,Xbox,EU,0.552,0
